사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2018-04,경부선,1721,송탄,34,2,4363,577,9032,3467,15414,6242,16561,9754,13049,5521,9764,4448,9111,4905,9199,6008,9039,7383,7777,6603,8309,9020,10410,10950,11310,14180,11288,15780,7353,14511,5249,13177,4174,10689,2712,8302,1445,8444,46,1000,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경부선,1722,서정리,10,0,3043,1115,7754,4574,13285,12054,14993,19592,9578,10790,9945,8634,7954,7362,9338,8119,9784,8629,8981,6926,10635,8473,13833,10820,21116,10596,18064,14553,9231,11490,6878,11953,5567,9009,2653,8319,1175,5950,25,1319,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경부선,1723,지제,4,0,688,2296,1874,4617,4951,9452,4161,7441,3417,3262,2177,1956,2321,2184,2950,2514,2514,2114,2849,2154,3796,3081,4622,3463,9916,3654,8567,4813,5060,4073,3950,3131,4029,2594,2130,1886,872,1140,7,272,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경부선,1724,평택,19,0,6398,3344,16410,10472,34818,22597,39293,27466,28032,23993,28201,22940,22618,22947,23050,22567,23869,24970,22661,25805,26858,28516,31637,33041,38594,44470,36938,42421,25827,32881,27883,28370,19496,22280,14331,17721,7152,10453,298,1799,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경부선,1725,성환,31,0,1791,705,3547,2982,7583,12585,9061,24474,7007,26425,7583,14399,8102,8211,10563,9703,11594,8720,12463,6746,15692,6338,21425,7826,21738,8330,18294,9740,8827,8194,8883,7468,5973,7094,4111,5815,1418,4374,101,846,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경부선,1726,직산,21,1,462,318,1386,914,2269,3762,1874,3801,2056,2492,1736,1392,1519,1355,1268,1418,1588,1367,1499,1401,1863,1215,1848,1686,2867,1682,3769,2267,1482,2144,1276,1584,1091,1440,595,1151,215,866,19,303,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경부선,1727,두정,992,0,3699,984,9155,2488,15636,13137,14555,26858,11343,23520,9479,19450,9666,14940,12189,13168,10351,8884,11179,11077,12968,9078,15541,11907,17836,15005,20263,17418,13702,13594,10477,13444,9085,10752,7128,9329,2550,7231,289,2657,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경부선,1728,천안,1752,12,3110,747,6286,3764,13252,10124,13377,17088,14320,18553,12664,19151,13783,16040,14653,17077,14511,13242,20870,15422,22260,14136,29507,16515,26366,17395,23271,18735,15696,13339,12463,12564,10148,7070,7108,8095,3043,4759,533,2594,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경부선,1729,당정,4,0,4017,1074,11621,3706,31706,10555,28128,22871,16542,13959,11711,9026,10607,6681,11381,8687,11192,7935,9749,8104,10224,9318,12612,11952,16581,15579,20533,21312,9692,22082,7876,16167,7016,15076,5822,13979,2314,10591,122,2080,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경부선,1749,서동탄,0,0,1070,9,4282,802,11331,1828,5086,2930,3363,1165,2653,1001,2411,1426,2358,1563,2166,1598,1908,1922,2075,2360,2528,3121,3163,3458,3157,5047,2023,5487,1162,3531,1063,2720,537,2157,118,2559,4,1039,1,2,0,0,0,0,2018-05-03 13:30:17
2018-04,경부선,1750,광명,0,0,29,2222,1538,2334,9728,3565,6031,3348,3560,2120,1889,2029,4085,1380,2913,3957,2731,119,2515,4490,3182,174,7016,4662,3504,5243,8950,6243,4106,8946,3758,2994,2628,56,1158,2175,1,1,1,1,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1801,개봉,1334,6,19777,5356,42112,11484,111373,19940,103188,30267,63215,23740,44694,19997,38726,22297,39606,27499,37696,27378,31335,32487,30409,38876,31628,50266,34799,66351,37019,94077,25153,90343,19144,58935,17793,51834,12563,47485,6091,31636,214,4588,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1802,오류동,355,2,12380,2277,18372,6204,54817,7599,52554,13693,30002,10925,21427,12809,18398,10654,21009,12397,19746,13685,16787,15371,16426,18328,16694,21953,17797,27143,18217,38695,11231,41606,8660,24808,7692,23850,6003,21605,2605,15384,169,3666,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1803,역곡,559,12,27430,3899,51897,12154,149896,17452,148167,46931,79569,48481,53413,31366,46396,36271,48024,32344,47678,39096,40879,38100,42001,44011,48090,55889,53431,72644,49867,118444,34040,120336,27339,74463,26528,69505,23857,61707,12513,42997,951,8227,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1804,부천,1787,15,37408,6557,53037,18205,139909,27534,139011,68713,83695,53184,61793,47319,60054,47708,65378,58097,64794,64463,59459,60886,63507,66431,71101,76875,77126,103266,80249,149317,59869,143323,48836,89422,49305,78220,45465,69800,22628,44881,1963,8935,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1805,송내,1265,7,18855,10694,45742,26679,137055,48761,114890,105797,68609,54205,49414,30916,45406,29078,49019,31269,42834,35947,38774,36208,41780,40811,49041,49326,65744,68623,96665,101225,50410,109521,36772,67596,32157,61209,26121,57995,12593,39386,1668,8433,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1806,부평,6095,58,27105,6229,44630,16643,111109,25914,105623,41554,61807,47881,49767,43228,50658,48003,56249,56314,55664,66745,54774,66125,57366,72891,63280,88092,72309,109333,74119,155765,60430,148272,57191,90780,59134,69827,55192,58114,28932,41663,5037,12520,1,2,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1807,백운,106,5,8810,2092,17286,3694,39020,7132,37695,15857,23005,9793,17391,7787,15819,8405,15591,10414,13956,11760,12284,12535,11966,14022,12367,18736,14235,22288,14561,30018,8903,29347,6733,20815,7021,18969,4802,16798,2612,12320,315,3423,1,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1808,동암,525,6,22501,4386,35538,10625,80975,19283,75629,21914,45019,18695,33351,17224,30783,17902,30528,20517,29172,21575,24920,24369,23841,29062,25605,35581,29950,50510,30801,64271,21752,68365,17426,46952,15290,41867,11084,38522,5857,28381,505,7427,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1809,주안,1181,10,16368,4052,31969,12169,80056,29277,76405,48044,45564,38256,36017,28227,36558,25970,41537,30704,39157,27916,35486,30495,40153,30149,43496,41495,51831,51580,54931,69800,37905,71741,32845,51781,30801,42148,27827,42434,14946,29959,1077,8711,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1810,제물포,783,14,7031,2141,15169,6250,45026,18124,37789,49054,21019,24709,16720,14705,15921,11136,18300,13741,19090,13905,16832,13101,22571,13420,30927,17441,31662,22678,31987,29015,16581,30277,11305,21241,10084,18199,7658,19063,3298,13599,94,4607,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1811,동인천,4933,21,10976,2109,20606,11899,52386,28300,43302,43319,29139,24149,25850,23206,25960,27257,28042,27209,28859,27529,28946,27411,34420,26898,35911,30790,44067,35376,55276,42045,31178,43398,20269,29149,17179,24373,11163,24418,4339,18381,18,6204,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1812,인천,286,3,1347,639,3390,3622,7147,7748,5973,10150,4552,6982,3932,9040,5110,13137,7922,12043,9865,10830,12584,10011,13992,7159,15065,5951,15724,5301,16014,5150,8256,3700,6109,2669,4578,2214,2453,1779,868,1324,9,1360,0,20,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1813,구일,188,8,3749,1418,10741,3661,30900,9317,26064,21871,13797,15510,10536,8675,10468,7154,11227,11112,10176,13787,9399,10816,11031,13312,16549,17051,18474,19120,18759,30059,9929,28045,13936,17358,13546,12423,8460,11901,8201,7937,93,1154,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1814,소사,821,5,20548,3642,21636,11920,50829,15270,48807,29339,31949,19308,25738,19788,22767,17281,24561,19798,22620,19038,20765,18330,22946,20052,26587,24677,28972,30356,25607,37455,15783,41212,11867,28292,10334,24906,7998,25952,3264,18115,321,4309,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1815,부개,1453,2,10447,2785,18965,4051,49860,6903,44519,14487,25282,8445,18074,6917,15582,8029,16251,9882,14575,10709,11865,11864,11566,14593,12428,18831,13744,22762,14194,31754,9427,32625,6848,22125,6124,21178,4250,19041,2119,12521,278,3913,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1816,간석,416,4,5700,1159,13678,3275,31631,5163,27463,11031,14565,6990,11154,5913,10411,5816,10544,6877,10756,7882,8455,8483,7887,9412,10116,12605,10737,15764,10795,21116,6843,22311,5435,14966,5044,13077,3830,12754,1749,8576,140,3130,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1817,도원,595,11,2882,1000,4021,2552,9521,9758,8489,37379,5899,5043,5422,5133,5852,4581,7378,5421,8363,5923,5891,5643,8267,6911,17511,7330,14948,7381,12605,7979,5562,6826,4312,4824,4277,4521,1794,4089,599,2845,21,1869,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1821,온수(성공회대입구),166,7,5251,1521,8524,5670,24452,14287,24343,19529,16202,12435,11823,8183,11797,8050,14294,8384,12167,9014,11056,9668,12430,10109,15973,12475,18142,14823,16086,21919,8330,22975,6783,14232,8115,13177,5216,12396,3229,8667,237,1986,1,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1822,중동,699,4,11596,1721,19590,3996,48985,6894,41569,16861,24463,11278,18009,8575,15729,9122,16519,11056,15745,11585,12923,12143,11996,13858,13118,18011,14475,21820,15257,31219,10059,34501,7722,21599,6522,19804,4830,18416,1985,14020,222,3676,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경인선,1823,도화,269,5,3975,1200,7006,2312,17808,5133,17603,10957,8752,4044,7549,3919,6730,3951,6578,5119,6363,5544,5563,5580,5473,6437,8488,8371,8435,8597,8002,10535,4191,9760,2848,7361,2127,7138,1700,6258,849,4828,50,1968,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1008,이촌(국립중앙박물관),74,14,1195,733,4084,2652,11225,5551,11527,8704,9779,6962,7729,4479,7552,4243,7765,4163,8309,5370,6944,5302,7680,6071,8663,6855,11015,7250,12062,9449,7911,8398,6184,5977,5865,4731,3706,5565,1315,3346,97,1001,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1009,서빙고,19,0,1010,614,1756,2780,3432,5729,4218,9051,3993,4606,3666,3821,3088,2739,3279,2575,4332,4018,3479,2595,4315,3366,4540,3728,6431,3960,7768,4737,3686,4674,3207,2572,2689,2007,2055,1882,440,1464,29,463,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1010,한남,68,1,2155,717,3132,4424,6511,9890,7341,15817,6389,12598,5776,6815,6136,5577,6782,5705,6471,6530,6757,5330,7979,5992,9319,6972,13047,8243,16487,9596,9487,7557,6378,5019,5383,4384,4838,3492,2282,2447,132,918,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1011,옥수,0,0,3,6,0,28,14,65,127,306,38,53,16,144,15,164,10,56,12,16,16,16,27,11,417,21,417,27,71,29,435,29,18,8,25,4,20,10,15,3,1,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1012,응봉,97,0,1404,317,3299,1103,8327,2624,8504,3318,5676,1969,3996,2349,4033,2110,3543,2236,3389,3075,3015,3255,3035,3512,3309,4451,3276,4472,3034,5856,2122,5893,1567,3718,1021,2971,825,2532,341,2023,29,638,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1013,왕십리(성동구청),726,16,5654,1430,9606,5447,28689,13844,44771,29615,27783,25740,17141,22268,17667,23095,21766,26365,25632,28529,25470,27520,28527,30278,34716,35725,38558,43603,39412,73534,31848,66159,30786,37695,36200,29315,37216,28639,18351,15676,1824,6175,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1014,청량리(서울시립대입구),1303,6,6318,1505,9055,13750,26263,17053,33299,27575,28905,36536,28692,27769,23916,33377,28153,33057,29914,33213,33430,33334,37184,35257,35715,37572,38051,37680,36323,53526,31717,42725,35288,25862,19384,21141,13700,17844,5490,10951,336,4666,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1016,외대앞,762,4,8020,1979,12330,5472,32228,6914,37854,31233,24513,16098,17863,23667,17609,19209,18886,19988,20384,15308,20407,20057,21685,17050,24673,20201,30677,24215,26165,33002,18235,32459,16349,21955,17010,19578,14609,21786,8104,16678,409,4539,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1017,신이문,1214,6,9634,1961,17077,4265,48115,4986,51578,9394,29095,6307,18844,6216,15734,6723,15167,8191,14372,10057,11940,11603,10821,14635,10788,17998,11089,22367,11060,32466,8147,31985,5242,21136,4259,18325,2929,19882,1522,13172,81,3260,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1018,석계,1366,22,7350,2799,15303,5541,32534,8569,35833,15823,26451,11497,20058,10159,17977,11227,17675,12922,17018,14524,15262,15451,15684,18316,16235,22523,17151,29972,16976,43435,12912,38923,10005,26744,9058,22543,7929,22408,4052,13901,313,3393,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1019,광운대,1830,18,6324,2201,16435,3894,41685,8350,36706,27051,21510,15414,15156,15945,14228,17843,14924,13500,15638,14825,14746,15079,15731,13444,18603,16951,21990,20884,20628,28162,12271,27032,10786,19891,10428,16465,10367,16037,5374,13258,547,6807,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1020,월계,492,6,5147,1702,6703,2953,16839,9904,17969,14928,13684,24475,10780,11107,10287,6857,12621,9231,12135,11903,10423,9287,11888,9315,19617,11825,20248,13515,14435,15255,8768,13728,6652,9172,7197,7232,6747,6853,1991,5230,144,1410,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1021,녹천,873,7,5522,1001,9884,1842,25861,5025,24076,5403,14798,3639,10097,3630,8622,3424,8661,4348,7627,4824,6611,6031,6083,6996,7449,8656,7010,10169,6515,15467,3783,16013,2713,10642,2483,9001,2462,8510,732,6561,97,1873,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1022,창동,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1901,방학,347,1,12082,1660,17054,5399,38256,9651,37232,19747,25195,12570,18437,11427,17187,10827,18395,12737,17562,13753,15348,15740,15189,18403,15731,23299,17216,24387,18925,32619,11244,31117,8151,19960,7120,16430,5368,13817,1988,9805,178,2399,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1902,도봉,146,5,8104,1099,11527,3757,24410,4095,23299,11765,16268,9454,12650,8471,12102,7110,11550,8350,11273,9808,10686,10541,10496,11757,9986,14182,10574,14769,11623,18941,6322,18927,4162,12070,3314,11253,2340,9423,1105,6360,111,1757,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1903,도봉산,184,4,6461,622,11045,2878,29355,4772,25990,8049,17882,12585,14020,17163,13222,13816,14971,11800,17690,11418,21155,11498,22413,10211,21280,9961,18786,10232,15346,11574,10133,11152,5978,7182,4257,6854,2869,6469,1219,5203,153,2036,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1904,망월사,342,3,7426,1004,13726,4598,31254,6464,28437,29438,20513,25539,16506,20277,16584,12224,18335,12528,17737,15165,16240,12134,18673,14743,22167,17476,22838,20203,17481,24999,9879,27339,8291,17787,7924,14864,6941,14100,3525,9630,443,3190,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1905,회룡,1006,9,14931,1707,27545,6712,63154,7711,51243,13181,34895,11420,27941,11046,24608,12544,23305,13885,20936,15944,16078,17806,15284,23364,15708,29881,15058,33988,14746,39928,9772,46681,7340,32187,6498,24007,4947,22030,2048,14740,212,5887,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1906,의정부,2468,9,11448,1968,22687,10523,50160,17005,45875,40378,33294,46694,28437,32733,30334,37501,34609,39360,37686,43613,37965,40342,41253,40685,47977,47828,50760,53767,56205,62060,38019,59285,36844,41352,28625,30221,23329,24158,11866,18257,901,10179,1,1,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1907,가능,292,3,8360,1738,14993,4844,29079,5451,27409,21561,18495,9277,15176,8076,13127,7127,12700,7767,11498,8876,10145,9421,9580,11101,11042,13671,14327,16638,12339,21754,8273,21845,5653,16223,5064,11778,3680,11971,1778,8412,162,2459,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1908,녹양,350,4,5553,803,11088,3686,19990,6079,18804,10161,12579,5354,9970,4473,8970,4642,8421,5457,7802,5705,6532,6221,6846,7537,7418,9029,9260,10491,9917,15421,5901,14034,3602,11439,2991,8303,2106,9828,1007,6452,71,2483,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1909,양주,1199,5,6624,1619,16845,5830,40565,13147,36190,16316,26075,12812,20060,9820,16451,8216,16217,11094,14598,10009,12917,10593,13702,12732,14410,15883,16667,18899,19672,26508,10860,24871,5774,20509,4668,16563,3195,16443,968,11543,59,4656,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1910,덕계,0,0,1979,496,6075,1830,9978,2115,10411,4109,5264,2665,4667,2646,3744,2173,3216,2515,3237,1854,2803,2623,3064,3193,4197,5011,3957,4315,3355,5519,1682,6434,1143,5006,745,3746,454,3532,269,3296,12,875,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1911,덕정,0,0,4730,947,10260,4782,27264,9855,29641,26530,15203,13731,13294,8727,12943,9254,13647,10655,11979,7526,11025,9465,12930,9323,15564,16142,17966,15887,16368,17056,8569,20810,6337,15566,5098,11555,2949,10689,1494,10815,121,2651,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1912,지행,14,0,5399,259,11572,3083,28022,6206,28105,15686,19074,10207,13320,8535,12914,7150,13002,8216,12445,10258,10209,9798,10416,12620,12990,15099,13798,22333,15842,23057,8483,22336,7004,19521,6205,12494,5486,13749,2873,10646,220,3893,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1913,동두천중앙,12,0,2522,131,7288,2296,12490,6393,13662,11879,9867,6191,6881,5028,7263,5901,8067,5663,7730,5957,6421,5719,6019,6600,7173,6605,8121,9109,9171,9297,4233,8448,2696,6808,1937,5009,1241,5352,487,3888,15,1716,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1914,보산,8,1,1369,27,3041,1303,5477,3550,5799,3344,4803,1965,3524,1591,3567,1797,3592,2029,3323,2786,2513,2667,2734,2970,3349,2917,5063,4211,3668,4834,2217,4994,1561,3769,959,3088,618,2813,351,1796,10,1198,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1915,동두천,9,0,1117,11,3063,4617,6349,10824,7584,11433,6419,7908,4049,5921,3612,3857,3440,3674,4417,3709,3611,3342,5221,4073,5595,4298,6643,6004,7041,6780,3849,5983,2918,4063,1367,3330,832,3674,353,1999,9,1004,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경원선,1916,소요산,105,0,1091,7,1359,2321,6918,2985,6814,4567,6615,3426,6872,12715,7007,17407,7916,13531,12242,10441,15317,8649,19292,7182,17092,5881,12249,7540,8535,4069,4457,3019,2612,1975,1434,2286,500,1653,177,1117,3,1018,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1751,산본,389,3,9157,1955,25772,6819,68153,16001,61797,33561,36549,25723,28927,21027,26376,22756,27871,27886,27810,31486,26847,31009,28908,32101,32268,35902,34016,45893,38951,70628,27300,70122,22493,42617,23479,34337,20173,28887,8546,19971,1653,8851,6,923,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1752,대야미,3,0,2273,1157,6930,4338,15992,5082,17249,9949,9996,5887,7507,4952,6432,4827,6776,4888,7436,4887,6841,5292,7443,6337,8046,7895,9331,8947,11731,12291,6864,11025,4528,8183,4314,7453,2267,6836,1217,4783,352,1669,0,2,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1753,반월,7,0,3266,1090,8101,3067,19523,5097,19773,7856,12377,4164,9872,4025,8134,4434,8076,4713,7736,5538,6556,6441,5793,7785,6966,8983,9585,11484,9639,15479,6115,13439,3826,11367,3084,9677,1839,9075,907,6084,328,2193,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1754,상록수,430,23,15945,3426,40422,11213,95327,20206,90725,32558,54430,29543,39151,23179,33902,18371,34174,19450,32534,24270,26967,24116,28079,28489,31471,38404,36807,49784,34679,77698,23544,76779,18405,52895,16106,49438,12000,41820,5708,27098,1308,12964,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1755,한대앞,82,1,6271,860,16292,4659,34248,8648,29707,24546,19272,18900,15596,14688,14168,9582,15678,12917,14910,12003,13789,12404,15027,13137,17911,16040,21320,21055,20833,30958,12403,28069,10131,21155,10468,15613,9051,16233,3503,9468,640,4513,1,3,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1756,중앙,238,22,8097,910,24352,10788,54219,17450,45265,36908,27699,32001,23998,22866,24448,21517,27136,25451,27177,28688,25761,28550,27766,27308,33962,33435,37908,44034,41171,63479,28810,59481,26779,38645,28435,32299,26056,26167,10759,20376,2083,9205,4,25,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1757,고잔,329,27,5400,485,15792,6382,35407,13506,25596,29986,17667,17013,15649,13470,14913,12586,14233,13231,14717,14364,14591,13946,15226,12029,16979,13811,22692,17375,24882,24860,12691,21868,9394,16538,8330,12570,6092,12291,2254,11372,402,5677,0,34,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1758,초지,136,0,1690,168,6294,7305,14740,13207,12486,22068,8724,18752,6869,11780,6747,6880,8040,7154,8373,8163,7401,5602,10535,5132,15329,5642,18911,7300,17187,10513,7950,9843,5252,6895,3640,5198,1976,5208,576,3244,61,1014,0,39,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1759,안산,1580,4,14886,706,19411,19733,32553,55524,36468,45057,31950,18077,26602,17648,24743,18123,25002,18940,24924,21071,23659,21092,24975,23247,27542,26859,50310,33755,63006,41038,34743,35345,30074,26411,18272,23466,7118,18403,2472,10381,445,4683,4,331,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1760,신길온천,8,0,1833,35,3878,1447,8269,4717,7602,3276,4127,1328,3041,1307,2564,1375,2509,1458,2360,1608,2026,1991,2171,2485,2277,3142,3485,3728,4489,5272,2356,4696,1622,3598,1030,2815,519,3038,229,2287,52,1141,0,26,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1761,정왕,244,1,5612,341,10395,10454,21148,29450,18848,33840,14715,28954,12975,18227,12918,13920,13196,12137,14488,12908,13727,13493,16540,12933,20914,13259,31190,17729,35957,23312,20138,19260,15478,15724,13201,13958,8684,12864,2957,9142,405,4610,5,471,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1762,오이도,135,1,5893,137,17048,10342,38389,17533,32414,20504,21561,10426,17145,10618,15517,13501,15597,11736,14491,12876,12774,13037,14228,15248,17491,17295,24619,22127,23053,30554,14521,26204,10104,19712,8826,18382,7142,17605,2214,12877,147,5685,3,767,0,0,0,0,2018-05-03 13:30:17
2018-04,안산선,1763,수리산,9,0,3103,549,9932,1586,22877,3575,22260,7540,13159,8080,9504,14935,10493,12898,11926,10478,12253,10885,12132,11310,12778,10610,12645,10509,11256,10105,8839,13409,5397,12051,3462,8568,2603,7547,1613,6928,641,5262,221,1580,0,3,0,0,0,0,2018-05-03 13:30:17
2018-04,과천선,1450,선바위,7,0,1121,1508,6585,10460,25078,22261,32466,27940,22535,16058,14756,8051,12494,7627,12543,8636,13091,8768,12213,9098,12538,10267,15203,11172,24298,14628,38521,20255,20950,17717,11636,11433,9971,10661,6108,10934,2356,6186,248,2297,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,과천선,1451,경마공원,0,0,243,647,878,4085,1988,7192,2866,19657,2424,34176,2411,43715,3294,27789,4918,24434,6235,24107,10595,19474,15646,12514,25632,7958,42389,5132,93416,5613,17119,4486,8352,1954,3978,1535,856,1287,249,778,45,302,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,과천선,1452,대공원,0,0,36,625,243,3819,773,5661,941,26778,1674,36872,3720,37316,7510,26126,14927,20143,17107,21970,23111,19300,30111,11893,31835,6865,29707,3511,27656,2633,14595,1433,8058,767,4913,597,1568,341,294,228,44,95,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,과천선,1453,과천,3,1,1266,330,5758,5242,18954,4187,19774,7898,13186,5968,8979,4779,8298,4211,8892,4492,8592,5039,8028,5665,7410,6227,9244,7222,10401,7905,8217,11868,4133,11492,2617,7377,2091,7311,1711,7523,498,5248,102,1636,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,과천선,1454,정부과천청사,10,0,1674,1569,6068,8309,20730,26473,20389,82165,18926,26481,14529,18605,15087,16153,16453,14486,20789,16181,24207,16176,22132,14022,22579,14204,35199,17003,65856,23193,22098,22202,17249,11119,19333,9668,11210,8500,3990,5567,573,1679,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,과천선,1455,인덕원,138,3,8876,2497,30087,13272,96588,32409,89948,114244,58434,46191,44013,25919,37722,23768,38457,22834,38966,27591,33423,29330,33563,32484,39751,36535,53049,51411,90016,81056,40383,79279,28473,45947,27921,42815,20632,42900,8271,28985,1310,11349,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,과천선,1456,평촌,31,4,4423,2842,20513,11559,65335,27970,55692,79222,32800,33616,24118,17248,21960,16323,22577,16666,22012,20631,20704,19692,21903,19581,24484,24797,36720,30312,57470,47601,29487,51225,21781,28370,21176,25777,16890,23489,6877,13940,1071,7063,1,3,0,0,0,0,2018-05-03 13:30:17
2018-04,과천선,1457,범계,151,37,8415,3126,33339,11991,105960,28002,96199,68646,58489,51898,43149,34732,40801,35004,43986,35865,43583,44780,41348,42606,42810,44433,47457,54628,55800,70062,72309,103934,49214,97939,48345,54966,40894,44398,37167,42157,15088,25685,2227,11868,0,62,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1023,선릉,10,0,865,958,1980,9300,3790,45791,5771,136651,5310,86752,5431,31203,6816,22140,8318,20988,9648,22941,10332,19576,11757,17686,18010,18359,23325,21445,55515,25723,27275,19677,17370,9347,16323,6918,14928,6129,5194,4169,299,953,2,3,0,0,0,0,2018-05-03 13:30:17
