사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2018-04,5호선,2535,종로3가,18,0,1837,349,2801,5794,4295,14469,6802,47043,7811,42627,9734,31440,13238,34147,18827,34852,23930,34633,28644,30808,32085,27104,37488,25330,43051,26898,63277,33839,46919,22202,36661,10427,39527,8388,34577,6790,16241,4587,2080,1558,0,13,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2536,을지로4가,3,0,457,261,671,6083,1499,12461,1908,42824,2812,21121,3968,12876,5186,11193,6102,10469,7785,9785,9376,9165,10393,7856,11251,6820,16127,6084,31457,5664,19410,3495,9503,1868,7303,1536,5138,1305,2471,932,403,279,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2537,동대문역사문화공원,3,0,251,279,518,3487,884,10652,1793,34250,2486,11497,2807,4145,3548,3489,2584,2934,2550,3570,3079,3286,3589,2811,4315,2944,8243,3001,21383,3211,11104,2508,5159,1707,3863,1919,3144,1824,1441,1515,309,400,0,3,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2538,청구,2,0,1656,222,3448,2310,8474,4514,13804,15712,8676,8768,6070,4235,6776,3993,6003,4181,6769,5065,6265,4979,6178,5570,7063,6740,7716,7719,13249,10783,10333,9651,6498,6144,5576,5867,4275,6027,2262,3874,459,1281,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2539,신금호,19,0,3340,382,7644,3160,24070,12158,30309,14673,16450,8019,10336,6644,9535,6114,9854,6811,9523,8174,8836,8561,8835,10495,12097,11917,11536,15244,12342,23414,8759,20579,5858,12407,5246,11844,3824,11128,1639,7603,240,2563,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2540,행당,8,0,4460,1010,13439,2743,39016,5875,51249,10580,24597,7823,15705,5989,13591,6446,14168,7940,12741,9673,10288,10344,9622,12839,9839,15352,10736,18852,11844,30566,8030,27301,6013,16887,4707,15728,4334,16330,1466,9666,276,3202,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2541,왕십리(성동구청),49,0,2304,393,3158,2673,6996,6807,10074,23644,6648,12143,5461,8081,6062,8156,7153,9030,8346,9586,7880,9135,8799,9623,9900,10728,11885,13141,17113,18926,10990,15212,9689,8039,10431,6599,8545,6040,4262,3822,678,2462,0,361,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2542,마장,1,0,2363,618,6030,4366,18935,8724,23939,20131,13447,14601,9464,9851,8831,8338,11035,8724,10581,8909,10266,7763,10460,8260,12810,9424,13226,12159,14864,18008,10300,16264,7216,9616,6599,8936,5041,8536,1974,5345,267,1680,0,17,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2543,답십리,14,0,10667,1272,21222,10838,62253,15064,84808,39856,40814,20758,25656,15035,21525,14846,22811,16399,22892,20355,20539,20629,20590,22301,24750,25790,30594,34362,38328,52980,24050,48461,14673,29979,12878,26949,9799,27480,4489,17577,661,5320,1,20,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2544,장한평,10,0,7110,984,18286,11341,55253,24811,73461,77645,37843,34599,25725,22721,22916,22787,23332,22110,24684,26176,23341,24579,25608,24715,31592,28593,39340,35533,67772,55938,41081,51709,19415,31671,16661,27244,12959,26478,5581,17311,671,5706,1,72,0,2,0,0,2018-05-03 13:30:17
2018-04,5호선,2545,군자(능동),40,2,7524,957,12267,7270,38751,10206,56378,26764,24076,19117,15355,13220,13289,12534,14560,13641,15643,15589,13904,16781,13343,19616,14962,23484,19212,32289,25248,51827,16585,46459,12974,26157,13296,24024,11883,23893,5976,15834,1072,7150,2,1582,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2546,아차산(어린이대공원후문),9,0,8842,1154,17572,8186,51569,16691,72651,31754,36147,21080,22884,20428,22755,18630,23970,19840,25925,21850,26121,22313,29707,24172,30735,28500,32940,33446,31035,51312,20936,46637,13881,28948,14208,25847,9959,24844,3770,15666,523,4638,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2547,광나루(장신대),5,0,4984,1700,16900,9782,48007,20234,59385,45391,34105,26253,23113,20995,21602,18117,23514,18041,23657,20023,22618,18629,24719,20006,29069,24165,31727,29936,39642,42042,21636,35735,15841,23474,16289,20720,12891,20680,4266,12636,611,3377,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2548,천호(풍납토성),15,0,8095,1338,13548,13560,34191,24954,41629,43160,28438,41592,27160,31473,29606,31594,34158,34011,36121,37260,36536,37129,40395,39106,44719,42523,50154,50470,60290,67694,44531,61251,39700,34362,31107,29549,25098,27497,11486,17230,1853,5983,0,15,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2549,강동,17,0,11270,1230,25812,14294,76755,26993,93203,40024,51445,25464,34274,19568,30842,17682,30552,19679,29825,21745,26160,22105,26278,25186,28271,31288,39909,36814,45762,53529,28369,53303,17997,35287,15064,32872,11036,33277,4727,22456,630,9295,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2550,길동,3,0,4861,550,10222,3573,28949,5500,32814,16469,17680,11007,13426,8823,11878,8242,12181,9533,12828,10464,11776,11291,10559,13135,11186,16145,12818,19898,16225,28525,9189,29337,7303,16486,5772,14348,4679,11807,1675,8656,220,3051,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2551,굽은다리(강동구민회관앞),0,0,6126,560,15286,3273,44459,7046,44034,15297,24552,11178,16892,9216,15368,9007,17392,10691,16638,12424,13490,12256,12907,15379,13695,18288,15636,23004,17468,32007,10227,35932,7669,19887,8924,18654,6370,19871,2019,12865,339,4394,1,2,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2552,명일,19,0,4345,636,13429,6008,37379,7516,35540,13843,19301,10236,16049,9524,14441,8877,15398,9907,14455,11370,11809,12294,11829,13966,15384,17055,15076,21163,13305,30724,7484,34022,5977,17665,5822,15665,4093,16701,1364,10465,244,3638,0,20,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2553,고덕,1,0,4195,1458,14387,7121,38539,17934,33172,17065,19214,14483,15914,11300,15873,10900,17448,11118,14525,13860,14068,12890,16494,13281,22991,15888,21597,18582,17556,29624,10177,30513,7937,18174,6960,15598,6592,15567,2306,10080,262,3470,1,261,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2554,상일동,6,0,5808,3652,23298,18631,80368,10971,63893,15560,32458,8019,20508,6852,16465,8433,16190,8496,14598,10220,12229,11481,12435,13316,19246,17919,27741,21879,20954,36073,9173,42380,5822,26014,4188,22080,2507,21433,924,16146,104,3639,1,1149,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2555,둔촌동,0,0,4027,392,11882,6634,33616,15175,37837,26499,21033,16869,14663,12800,14259,11760,15666,12232,16060,13520,14996,14323,15659,15420,17403,18222,20234,22536,24566,32497,14801,30189,10192,18761,10386,15362,8149,15443,3132,10094,421,2442,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2556,올림픽공원(한국체대),3,0,891,817,6183,5768,14876,11380,14617,19055,9637,10116,7698,8980,8310,7655,8525,8466,8246,11626,8121,10402,11247,10167,15127,10362,15438,10889,14904,13698,8530,12586,9490,7430,7621,6057,6255,5299,1785,4319,93,1289,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2557,방이,0,0,2630,889,8643,3450,23592,10406,21230,26052,13747,13107,10376,8848,10187,7763,10725,8911,10644,10729,10018,9856,10681,11174,11723,14469,13872,18391,21803,23636,12373,21156,10062,12105,11097,10571,12900,9323,3026,6744,323,2336,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2558,오금,5,0,1098,304,3460,2025,12285,10994,10444,21291,6429,7488,5103,4208,5178,3253,5593,3598,5248,4038,4933,4024,5708,4881,8485,5538,7310,6283,15043,7770,6069,8612,4278,4812,3790,4612,2971,5221,1147,3820,115,1446,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2559,개롱,5,0,3576,869,9244,3355,31438,9755,25127,17199,14432,10819,11365,6683,11357,6206,11583,7836,10071,8417,9175,9107,9124,10426,10457,13825,14168,16372,15403,20363,8268,23418,5753,12973,5181,12095,5181,13424,1447,8019,128,3369,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2560,거여,0,0,4818,394,10200,3466,35840,7253,28831,17904,17014,8281,12725,5815,10748,5687,10922,7173,10416,7852,8545,8300,9129,10449,11073,14714,11291,15465,13378,20234,6843,21626,4985,12973,5136,11750,3121,12063,1050,7352,140,3077,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,5호선,2561,마천,0,0,6142,244,9169,2569,28663,3797,25216,8883,12859,7656,9135,6664,7735,5199,8350,6356,7928,6510,6609,6830,6480,8993,6939,11521,6995,13232,8171,16570,4304,17358,3265,10759,2477,9635,1531,9886,568,6396,99,2971,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2611,응암,0,0,11858,1367,27844,8028,81102,12983,94614,20032,50326,15097,31851,14306,29107,16062,29516,18340,27724,22279,23975,22407,24045,28442,25383,34032,26897,43471,26344,67516,18125,72161,13340,42806,11839,40462,9055,40714,4660,27617,639,8906,0,34,0,1,0,0,2018-05-03 13:30:17
2018-04,6호선,2612,역촌,4,0,2215,346,6037,2057,18518,3340,17833,8709,9368,5632,6805,4602,6112,4541,6850,5521,7028,5377,5655,6110,5564,6418,5600,8720,5939,10619,6087,16480,3545,15910,2720,9658,2106,9168,1803,8704,733,7099,122,2092,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2613,불광,33,2,1921,310,4383,2018,13344,4910,14768,8268,8661,8980,7026,7158,7969,7167,9314,8388,10491,8818,10651,8899,12035,9367,12601,11704,13183,12274,13331,18460,9475,16938,7641,9638,7145,7722,5149,8433,1816,5943,339,1826,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2614,독바위,6,0,2470,124,5353,886,15459,1947,15377,3688,8117,4114,5125,4033,4535,3011,4498,3017,4261,3483,3714,3582,3644,4640,3808,5782,3801,6901,3573,10644,2213,11556,1491,6956,1100,7183,779,7281,496,4664,103,1856,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2615,연신내,0,0,0,0,0,0,1,0,2,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2616,구산,8,1,5598,136,12908,2902,34110,11012,38825,8426,22104,6266,13931,5951,12902,6651,14121,7198,12390,7983,10471,8951,12545,9979,14430,13946,12917,14529,11369,20174,7375,21718,5619,13121,5508,10200,5555,10694,1712,7423,286,2628,0,28,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2617,새절(신사),0,0,9744,1031,20915,6547,60177,13208,68836,21135,35176,21186,23845,12705,20434,14395,22353,14165,20916,17175,18960,17840,19022,20077,25669,26583,25795,33721,21832,46421,14469,47562,11273,31545,10839,26036,10641,29118,4008,19380,514,5699,6,1776,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2618,증산(명지대앞),52,6,8601,662,17382,4925,47465,6040,54374,12880,28972,10929,19407,10689,16132,9558,17061,11297,15810,11707,13294,13828,13340,16092,14502,22130,16008,26315,16302,38641,10622,37531,8202,23879,6861,21386,6346,23376,2796,15553,497,4564,2,759,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2619,디지털미디어시티,84,4,5849,2742,15097,10795,47440,33195,52506,81240,28294,35304,18128,15239,15798,13612,16343,14265,15805,15626,14483,15375,14717,17617,18601,20914,30134,25899,56980,39859,28164,37333,14208,22319,13543,21707,10253,19964,4865,13753,835,5049,0,560,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2620,월드컵경기장(성산),1,0,1049,1175,3386,3087,9675,6726,11898,16714,7085,14719,8113,12071,10255,13732,11413,15456,12755,19281,13860,15663,16252,15237,20399,13368,18756,12589,18381,15984,10873,14419,8548,7960,8751,6762,7384,5399,3326,3664,615,950,0,26,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2621,마포구청,17,1,7650,2566,14896,9527,43903,16702,56449,39773,34471,20929,22818,13323,20575,13009,22385,15571,20750,17854,18269,17342,19167,19415,22118,22845,25468,26215,39087,37147,22083,32474,14364,23204,14149,20235,11599,21299,4965,13742,815,4099,1,5,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2622,망원,7,0,6109,1031,11978,5481,32967,9370,45347,34492,27796,29233,19572,19248,19000,20118,21167,25467,22422,26740,21556,28508,22650,29332,24579,34349,27510,36021,38591,48828,26944,43546,20758,23709,20546,19310,17055,19874,8179,12682,1243,3579,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2623,합정,42,2,4433,1609,8387,8735,19758,19652,30334,45337,22345,27180,17239,18868,17708,17314,20048,20118,22110,21088,22324,21110,24647,21128,27993,25334,34724,30657,53859,43372,38769,35738,31615,20545,35308,15733,34368,16145,18702,11376,3247,3674,3,1,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2624,상수,19,0,4176,1045,6065,3649,11459,6665,16303,33008,10902,35968,8212,24050,8743,20801,11504,21598,14591,24522,15224,19686,16554,19405,20450,21873,25654,28231,34063,38703,25588,33374,23294,18581,28709,14435,32115,12127,20504,9273,3605,2793,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2625,광흥창(서강),8,1,2808,1404,8115,5868,21450,19587,28103,42465,17858,22712,13604,14115,14958,11026,16551,11415,14901,12881,13992,11946,15486,12713,17762,14251,21381,16425,33376,22412,18177,20444,11601,12769,11502,11706,8993,11210,3824,7998,491,2037,0,5,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2626,대흥(서강대앞),23,5,2746,1659,5905,6539,16511,18497,22356,46022,14175,21599,11126,19806,10939,14984,13445,14706,15339,15416,14766,13370,14949,12273,21261,14641,24758,16213,31877,23692,17162,18391,12679,11318,13364,10168,14496,10352,6429,7443,1194,2148,0,12,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2627,공덕,148,1,5452,2304,9756,10322,25744,37465,35831,106218,26325,46662,20667,24663,22432,21283,23339,21158,25332,22924,25476,21688,27586,22329,32468,25058,43453,30654,90522,43957,43573,35670,30985,20940,31552,18299,26474,19007,14184,12952,2193,6092,0,400,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2628,효창공원앞,0,0,2780,858,6023,6061,18163,8928,27421,29123,16600,17633,10498,12571,10275,10608,11470,8790,11944,11039,10851,9583,11859,10567,14461,11272,16896,13269,24739,18344,14227,15977,8897,9928,8249,9304,6844,9298,3421,6362,404,2511,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2629,삼각지,9,0,1731,779,3420,5376,8133,13720,12471,27847,10621,12045,7946,8064,9109,8084,10798,8527,12534,8727,12376,7877,13860,7436,15846,7928,21245,9402,29032,12186,14862,9326,10143,6708,10075,7290,8757,7942,4873,5688,824,1638,0,2,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2630,녹사평(용산구청),21,0,1623,453,2795,4381,6577,12938,11227,18338,8695,10049,6744,8586,7306,10278,8359,11826,9097,14088,9489,12914,11365,13343,16236,14842,18314,17795,22649,23140,16183,19492,14675,10235,17940,8132,17172,6590,8798,4896,1054,1663,0,0,0,1,0,0,2018-05-03 13:30:17
2018-04,6호선,2631,이태원,6,0,16540,1165,13876,6752,16194,13097,21673,38807,16906,28488,14880,22192,16020,23972,19773,28663,22680,31931,25795,30730,28398,33479,32602,38129,40005,46983,44369,62320,40037,59846,37503,37966,44049,32129,48499,27217,31469,24316,4639,9332,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2632,한강진,8,0,936,730,1562,7092,3865,17941,5497,37030,4649,27608,3691,14911,4493,13744,5429,14447,7439,18177,8932,13546,12831,14255,18971,15421,24859,18780,30226,24683,23172,16942,17690,5895,25371,4257,19276,3782,9388,2498,591,2232,0,2,0,1,0,0,2018-05-03 13:30:17
2018-04,6호선,2633,버티고개,4,0,914,311,2287,1289,6629,2731,9563,6035,6848,3929,4897,2816,4134,2255,3908,2436,3856,3135,3107,3447,3723,3903,3822,4420,4842,5208,6666,6821,5076,6368,3012,4198,2711,3854,1698,4024,918,2933,152,915,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2634,약수,1,0,1148,409,2366,2225,5382,5866,8687,18625,6213,9687,5174,6670,5256,5090,6240,5296,6545,5352,5897,5897,6067,5527,7411,6119,8614,6948,12514,9303,8184,6814,6145,4245,6459,3862,4787,3629,2570,2490,449,926,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2635,청구,5,0,1869,392,3151,2755,8499,7487,12283,28120,6915,13156,4487,5463,5499,4402,4793,4678,5270,5460,4937,4916,5445,5208,5904,6176,7034,7547,12338,9038,10139,6843,6607,4936,5677,4682,4329,4895,2500,3387,476,1235,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2636,신당,71,0,8151,1574,7503,6459,9452,18957,14370,50679,13141,25774,10853,15095,13434,11499,15688,10441,12776,13651,13609,10314,14771,9583,22990,9876,21820,13636,27750,17346,19105,24659,15526,13153,15485,8933,16547,8254,6800,12972,1296,2691,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2637,동묘앞,68,3,4134,813,5217,4739,10626,11457,15714,31641,13180,27239,12807,17635,14882,17723,18977,16932,19131,19226,20869,18363,22621,17047,26086,17220,26846,16982,30664,18368,18274,16201,11443,10661,9354,10395,7746,10717,3811,10850,566,2815,0,93,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2638,창신,25,0,2600,406,6003,2127,17310,6880,21066,8831,9926,4361,6065,3854,5224,3287,5410,3559,5181,3662,4065,4168,4516,4031,6301,5581,5390,6386,5462,9318,3929,9565,3499,6163,2558,5705,1861,6913,879,4231,131,1530,11,0,11,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2639,보문,1,0,3957,851,8161,3631,23899,10178,36569,22417,19450,11063,11960,8300,11019,7873,11405,7890,11798,8200,10795,8657,9696,9283,12296,11341,13530,13448,17933,21439,11370,20342,8052,13617,7169,12828,6569,14522,4028,9707,739,3399,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2640,안암(고대병원앞),18,1,2715,1264,3827,5937,9391,20249,14526,63915,12611,40561,13875,49667,17134,29385,19238,21400,23278,32260,21923,19360,30960,19970,38620,18285,47974,21442,47934,28931,29934,24251,27100,16220,30416,14889,32999,15389,22155,12494,3944,5693,2,253,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2641,고려대(종암),10,1,3598,943,7801,5688,24170,13138,31296,38094,17097,18205,12112,21371,12047,13795,14113,12609,16422,15603,13776,12844,16772,13215,21551,13781,26842,17966,28571,24630,15918,23527,12727,14754,16393,14372,14862,14383,7743,12087,1135,3172,0,50,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2642,월곡(동덕여대),23,1,7092,1114,14445,5273,48188,8992,52811,35501,27742,21018,19944,22191,18761,15951,20387,15780,21169,16558,20212,18041,20684,18431,25967,23171,26990,26616,31894,39553,19099,38888,14195,24766,12873,22004,10413,22233,4710,15514,921,4458,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2643,상월곡(한국과학기술연구원),28,19,4662,674,9905,2767,27455,3812,31066,19469,16554,10271,10964,12129,9888,8673,10008,7155,10300,7714,9238,7809,8531,8763,10864,10902,10383,12155,12203,18231,8382,17591,4984,11686,3842,10245,3111,11784,1525,8008,269,2549,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2644,돌곶이,5,0,5944,984,12420,4379,34650,6609,40785,19863,21699,13681,15496,9512,14402,8967,14171,10161,14584,12353,12488,11488,13016,13914,13087,15987,15288,19405,16686,28030,13128,26988,8569,17422,7425,14909,5812,15652,3346,10077,555,3857,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2645,석계,696,5,8264,2336,21964,6228,57396,9735,65466,18122,34430,12326,23429,11367,19742,13092,20599,14929,19876,16948,16904,16997,16952,20100,19025,25859,20056,34005,20279,49041,15028,52891,10743,33613,9697,29914,9819,28801,5839,20098,1091,6467,0,22,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2646,태릉입구,23,0,4078,1032,7277,4141,20895,5670,24074,14172,12314,9799,8870,8724,8216,10846,8316,7711,8955,7813,7872,8865,7744,9033,8627,11015,9257,14053,9857,20913,7426,22092,5460,13574,4850,12622,3971,12886,2347,10101,571,4856,1,15,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2647,화랑대(서울여대입구),12,0,6078,818,22372,3599,72135,9415,67467,20135,34199,14134,22178,10248,19708,9832,19794,9804,18659,10110,16832,11904,18777,12385,21999,17483,22445,20626,20505,36944,11859,37684,8102,23979,6565,20497,5154,23555,2396,16324,276,5403,0,118,0,0,0,0,2018-05-03 13:30:17
2018-04,6호선,2648,봉화산(서울의료원),20,0,5223,1044,16419,4066,55513,7695,50746,12569,25139,7860,17172,7118,14710,7106,14289,8779,13380,11022,11603,11085,10647,13560,12284,16274,13921,20510,13714,29877,7536,36019,5823,21558,4711,18481,4036,20288,1823,13603,313,4597,0,633,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2711,장암,2,0,1307,155,7686,1434,18865,1601,13265,2171,4730,1829,2676,2246,2218,1370,2262,1339,2280,1092,2368,1218,2951,1233,3294,993,4446,1599,3538,2600,2254,3178,1381,1897,1019,1277,514,1088,156,1030,26,328,0,3,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2712,도봉산,16,1,4749,494,17816,5158,57949,8834,44245,19409,24269,21700,15397,20990,13140,13699,13510,12444,13533,14283,13350,13156,15605,14160,17767,17480,16750,22256,14367,31716,7361,43854,4525,28247,3614,25132,2911,26177,1094,18705,175,8056,1,1130,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2713,수락산,7,1,9691,628,26359,5790,60968,9610,55572,18212,35116,18440,25081,17732,21338,15288,22577,16028,22561,15326,20778,15959,20369,18860,21097,24426,21569,29502,22529,41089,15451,50303,10495,33312,8533,28492,6144,27633,2832,19769,416,7619,0,340,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2714,마들,4,0,8891,1469,24082,3173,69623,9196,62646,11127,32128,10507,23002,9068,19998,9720,20987,11142,18030,13076,14394,14435,14409,18070,14718,21727,13634,26595,12966,38571,9162,45416,6354,29021,4825,24968,3687,24736,1629,17838,252,6160,1,53,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2715,노원,39,1,7691,2609,16403,10197,44223,23772,43884,48875,30344,46627,29426,33448,31774,30831,35148,34696,37133,38595,36457,39058,40617,40103,43560,44621,43879,50804,51811,65545,34682,65359,35397,34423,28228,27280,31370,23369,11447,18172,1952,6488,3,157,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2716,중계,30,1,9530,1819,26479,6184,73515,21608,73691,35155,40552,19733,28649,15920,24537,15053,24007,15163,26460,17562,21027,17783,20927,20114,27207,25133,24880,30508,22828,48547,13822,52615,10414,33131,12103,29663,10213,28700,4591,19069,984,6430,0,24,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2717,하계,19,2,8806,1532,29068,7312,84172,23617,86682,31109,48456,27033,33620,20945,30950,21215,32832,26891,31261,29282,29132,27582,32121,29924,40659,34653,37477,41226,34692,61865,22178,69150,17289,42643,15865,35616,15885,36574,5350,25040,894,8623,0,40,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2718,공릉(서울과학기술대),15,0,6394,1328,15491,6740,44036,14847,48236,34860,26989,22028,20069,17018,19118,14130,21173,16819,21570,19585,18843,16994,20055,19025,27276,22985,27367,28248,31063,39997,19177,43303,14878,26932,14335,23560,12782,22905,7207,16703,1415,6211,0,24,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2719,태릉입구,125,1,6951,1332,8568,5963,22989,11299,26894,28568,17674,17589,13011,12791,12581,15554,14605,11002,15177,11763,15112,11904,18071,11560,19439,13274,23519,15958,25989,21461,17539,22202,11309,15296,10496,14378,8415,14488,3863,9481,743,4288,5,1515,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2720,먹골,11,0,7772,695,15773,3844,42345,5407,52078,15402,29663,11341,18961,9345,16065,9941,16517,12017,16747,12778,14717,13457,14133,16409,14472,19966,15836,26054,18153,36883,12527,40701,8750,24526,7817,21966,6006,21321,2868,14435,561,4470,1,114,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2721,중화,11,0,9695,1020,17022,5188,45175,10462,54563,25611,30733,13354,19820,11027,17920,10436,18261,11597,16695,12593,14438,13936,14283,16756,16698,21024,18661,26248,22896,37112,14974,39707,9545,25064,8972,22714,6917,23739,3474,14911,600,4812,0,47,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2722,상봉(시외버스터미널),360,6,11141,1740,20207,9869,57727,18302,73005,38482,39085,22946,25312,16942,22616,17765,24959,19806,25230,21662,23453,21849,23759,24489,27248,30021,33774,37258,40389,55912,30586,59040,21952,35214,20673,30185,17398,28790,8128,20837,1508,8293,0,29,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2723,면목,11,0,12459,956,24286,6257,69215,10197,86146,37920,45598,23493,26175,17331,23298,13739,24825,18459,24252,19865,21856,19274,23832,23987,28745,32802,27330,41097,24628,55677,21372,58239,14867,36660,13320,33475,11738,31514,5023,21446,751,7230,0,4,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2724,사가정,8,0,10681,1606,22320,8078,58103,12737,74414,28249,43794,18680,27305,16318,23973,15910,25670,17528,24686,19785,22341,20718,21569,26018,23454,32189,26843,37624,28425,57310,21781,58573,15873,36582,13810,32253,11284,31199,5789,18460,999,6908,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2725,용마산,5,0,5146,639,11519,2229,30112,4380,36525,10893,19811,6362,10798,5895,9660,5049,9708,6147,8837,7470,7599,7472,7781,9414,8300,11229,8772,13843,8616,21038,5986,21592,3694,14283,3214,13699,2548,14674,1353,8885,210,3162,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2726,중곡,4,0,6000,598,13521,5174,36911,12860,54266,20621,30747,11904,18512,10290,15826,9251,16328,10272,15619,11211,13549,11723,13322,14903,17356,16889,17894,21248,16778,31988,11634,32255,7560,20543,6717,18821,5541,18446,2147,12178,405,3748,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2727,군자(능동),70,1,7921,880,15596,6536,38235,8825,62409,22908,38478,16135,21975,10299,18820,9442,19457,9877,20348,11749,19118,12670,19092,15243,21028,17172,26156,22135,34400,32889,23876,33294,18876,20414,19154,18365,16069,17981,8169,11534,1483,3837,1,58,0,0,0,0,2018-05-03 13:30:17
